Unnamed: 0,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities,description
2653,Intrepid Museum,Museum,4.6,39342.0,"Museum, Historical place, Historical landmark, Tourist attraction","Intrepid Museum, Pier 86, W 46th St, New York, NY 10036",New-york-city,USA,NY,,Cultural,180973.2,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","Intrepid Museum in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2654,Brooklyn Bridge Park,Park,4.8,39021.0,"Park, City park, Tourist attraction","Brooklyn Bridge Park, Brooklyn, NY 11201",New-york-city,USA,NY,,Nature,187300.8,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Brooklyn Bridge Park in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2655,Edge,Tourist attraction,4.5,20967.0,"Tourist attraction, Observation deck","Edge, 30 Hudson Yards, New York, NY 10001",New-york-city,USA,NY,,Entertainment,94351.5,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","Edge in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2656,Union Square Park,Park,4.5,15765.0,"Park, City park, Tourist attraction","Union Square Park, 201 Park Ave S, New York, NY 10003",New-york-city,USA,NY,,Nature,70942.5,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Union Square Park in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2657,SUMMIT One Vanderbilt,Tourist attraction,4.6,15699.0,"Tourist attraction, Art museum, Observatory","SUMMIT One Vanderbilt, 45 E 42nd St, New York, NY 10017",New-york-city,USA,NY,,Entertainment,72215.4,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","SUMMIT One Vanderbilt in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2658,9/11 Memorial Pools,Historical landmark,4.9,13086.0,"Historical landmark, Memorial park, Tourist attraction","9/11 Memorial Pools, 180 Greenwich St, New York, NY 10007",New-york-city,USA,NY,,Cultural,64121.4,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","9/11 Memorial Pools in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2659,Astoria Park,Park,4.7,11413.0,"Park, Tourist attraction","Astoria Park, 19 19th St, Astoria, NY 11105",New-york-city,USA,NY,,Nature,53641.1,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Astoria Park in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2660,Strawberry Fields,Tourist attraction,4.6,8959.0,"Tourist attraction, Historical landmark, Scenic spot","Q2GG+83 Strawberry Fields, New York, NY 10019",New-york-city,USA,NY,,Entertainment,41211.4,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","Strawberry Fields in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2661,Brooklyn Heights Promenade,Park,4.8,5931.0,"Park, Promenade, Tourist attraction","Brooklyn Heights Promenade, Montague St &, Pierrepont Pl, Brooklyn, NY 11201",New-york-city,USA,NY,,Nature,28468.8,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Brooklyn Heights Promenade in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2662,Chrysler Building,Tourist attraction,4.6,5926.0,Tourist attraction,"Chrysler Building, 405 Lexington Ave, New York, NY 10174",New-york-city,USA,NY,,Entertainment,27259.6,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","Chrysler Building in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2663,Belvedere Castle,Castle,4.5,5808.0,"Castle, Historical landmark, Scenic spot, Tourist attraction","Belvedere Castle, New York, NY 10024",New-york-city,USA,NY,,Cultural,26136.0,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","Belvedere Castle in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2664,New York Transit Museum,Museum,4.7,5151.0,"Museum, Gift shop, Non-profit organization, Rail museum, Tourist attraction","New York Transit Museum, 99 Schermerhorn St, Brooklyn, NY 11201",New-york-city,USA,NY,,Cultural,24209.7,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","New York Transit Museum in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2665,Tenement Museum,History museum,4.5,4758.0,"History museum, Museum, Tourist attraction","Tenement Museum, 103 Orchard St, New York, NY 10002",New-york-city,USA,NY,,Cultural,21411.0,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","Tenement Museum in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2666,Museum of Sex,Museum,4.3,4611.0,"Museum, Adult entertainment store, Bar, Event venue, Exhibit, Gift shop, Tourist attraction","Museum of Sex, 233 5th Ave, New York, NY 10016",New-york-city,USA,NY,,Cultural,19827.3,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","Museum of Sex in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2667,SPYSCAPE,Museum,4.5,4570.0,"Museum, Book store, Corporate entertainment service, Event venue, Tourist attraction","SPYSCAPE, 928 8th Ave, New York, NY 10019",New-york-city,USA,NY,,Cultural,20565.0,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","SPYSCAPE in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2668,Color Factory NYC,Art museum,4.5,3819.0,"Art museum, Amusement center, Amusement park, Children's amusement center, Children's museum, Event venue, Exhibit, Museum, Theme park, Tourist attraction","Color Factory NYC, 251 Spring St, New York, NY 10013",New-york-city,USA,NY,,Cultural,17185.5,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","Color Factory NYC in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2669,Statue of Liberty Vista Point,Scenic spot,4.6,3562.0,"Scenic spot, Tourist attraction","Statue of Liberty Vista Point, Battery Park Underpass, New York, NY 10004",New-york-city,USA,NY,,Nature,16385.199999999997,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Statue of Liberty Vista Point in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2670,Liberty Park,Park,4.7,3497.0,"Park, Tourist attraction","Liberty Park, 155 Cedar St, New York, NY 10006",New-york-city,USA,NY,,Nature,16435.9,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Liberty Park in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2671,Rockefeller Park,Park,4.7,3335.0,"Park, Tourist attraction","Rockefeller Park, 75 Battery Place, New York, NY 10280",New-york-city,USA,NY,,Nature,15674.5,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Rockefeller Park in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2672,Columbus Park,Park,4.3,3162.0,"Park, Playground, Tourist attraction","Columbus Park, Mulberry Street &, Baxter St, New York, NY 10013",New-york-city,USA,NY,,Nature,13596.6,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Columbus Park in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2673,Carl Schurz Park,Park,4.7,3148.0,"Park, Tourist attraction","Carl Schurz Park, East 86th Street &, East End Ave, New York, NY 10028",New-york-city,USA,NY,,Nature,14795.6,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Carl Schurz Park in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2674,The FRIENDS Experience: The One in New York City,Tourist attraction,4.5,3063.0,Tourist attraction,"The FRIENDS Experience: The One in New York City, The Friends Experience, 130 E 23rd St, New York, NY 10010",New-york-city,USA,NY,,Entertainment,13783.5,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","The FRIENDS Experience: The One in New York City in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2675,Governors Island National Monument,Monument,4.6,2740.0,"Monument, Historical landmark, Tourist attraction","Governors Island National Monument, 10 South St, New York, NY 10004",New-york-city,USA,NY,,Cultural,12603.999999999998,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","Governors Island National Monument in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2676,The Ride NYC,Tourist attraction,4.2,2539.0,"Tourist attraction, Bus tour agency, Entertainment agency, Performing arts theater, Sightseeing tour agency","The Ride NYC, W 42nd St, New York, NY 10036",New-york-city,USA,NY,,Entertainment,10663.8,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","The Ride NYC in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2677,Neue Galerie New York,Art museum,4.4,2533.0,"Art museum, Art gallery, Museum, Tourist attraction","Neue Galerie New York, 1048 5th Ave, New York, NY 10028",New-york-city,USA,NY,,Cultural,11145.2,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","Neue Galerie New York in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2678,Washington Square Arch,Historical landmark,4.7,2398.0,"Historical landmark, Tourist attraction","Washington Square Arch, Washington Square N, New York, NY 10012",New-york-city,USA,NY,,Cultural,11270.6,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","Washington Square Arch in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2679,Federal Hall,Museum,4.5,2321.0,"Museum, Historical place, Historical landmark, History museum, Tourist attraction","Federal Hall, 26 Wall St, New York, NY 10005",New-york-city,USA,NY,,Cultural,10444.5,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","Federal Hall in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2680,Balto Statue,Tourist attraction,4.7,2180.0,"Tourist attraction, Historical landmark, Scenic spot, Sculpture","Balto Statue, East Dr, New York, NY 10022",New-york-city,USA,NY,,Entertainment,10246.0,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","Balto Statue in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2681,Museum of Jewish Heritage - A Living Memorial to the Holocaust,History museum,4.6,1668.0,"History museum, Heritage museum, Museum, Tourist attraction","Museum of Jewish Heritage - A Living Memorial to the Holocaust, 36 Battery Pl, New York, NY 10280",New-york-city,USA,NY,,Cultural,7672.799999999999,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","Museum of Jewish Heritage - A Living Memorial to the Holocaust in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2682,Fotografiska Museum NYC,Art museum,4.5,1659.0,"Art museum, Cultural center, Modern art museum, Museum, Tourist attraction","Fotografiska Museum NYC, 281 Park Ave S, New York, NY 10010",New-york-city,USA,NY,,Cultural,7465.5,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","Fotografiska Museum NYC in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2683,Pier 26 at Hudson River Park,Park,4.7,1405.0,"Park, Live music venue, Marina, Tourist attraction","Pier 26 at Hudson River Park, Hudson River Greenway, New York, NY 10013",New-york-city,USA,NY,,Nature,6603.5,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Pier 26 at Hudson River Park in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2684,Pier 46 at Hudson River Park,Park,4.7,910.0,"Park, Tourist attraction","Pier 46 at Hudson River Park, Hudson River Greenway, New York, NY 10014",New-york-city,USA,NY,,Nature,4277.0,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Pier 46 at Hudson River Park in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2685,Museum at Eldridge Street,History museum,4.7,892.0,"History museum, Heritage museum, Museum, Tourist attraction","Museum at Eldridge Street, 12 Eldridge St, New York, NY 10002",New-york-city,USA,NY,,Cultural,4192.400000000001,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","Museum at Eldridge Street in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2686,South Cove Park,Park,4.7,854.0,"Park, Tourist attraction","South Cove Park, 50 Battery Pl, New York, NY 10280",New-york-city,USA,NY,,Nature,4013.8,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","South Cove Park in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2687,Pier 78 at Hudson River Park,Tourist attraction,4.3,686.0,Tourist attraction,"Pier 78 at Hudson River Park, 455 12th Ave, New York, NY 10018",New-york-city,USA,NY,,Entertainment,2949.8,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","Pier 78 at Hudson River Park in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2688,The Ramble,Park,4.7,664.0,"Park, Tourist attraction","The Ramble, 79th St Transverse, New York, NY 10024",New-york-city,USA,NY,,Nature,3120.8,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","The Ramble in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2689,Lighthouse Park,Park,4.6,658.0,"Park, Tourist attraction","Lighthouse Park, 910 Main St, New York, NY 10044",New-york-city,USA,NY,,Nature,3026.8,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Lighthouse Park in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2690,New-York Historical Society,Museum,4.5,594.0,"Museum, Art museum, Historical society, History museum, Library, Local history museum, Tourist attraction","New-York Historical Society, 170 Central Park W, New York, NY 10024",New-york-city,USA,NY,,Cultural,2673.0,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","New-York Historical Society in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2691,The Obelisk,Tourist attraction,4.7,515.0,"Tourist attraction, Historical landmark, Sculpture","The Obelisk, E 81st St, New York, NY 10024",New-york-city,USA,NY,,Entertainment,2420.5,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","The Obelisk in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2692,Little Italy Sign,Tourist attraction,4.4,515.0,Tourist attraction,"Little Italy Sign, 177 Hester St, New York, NY 10013",New-york-city,USA,NY,,Entertainment,2266.0,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","Little Italy Sign in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2693,The Channel Gardens,Tourist attraction,4.6,511.0,Tourist attraction,"The Channel Gardens, New York, NY 10020",New-york-city,USA,NY,,Entertainment,2350.6,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","The Channel Gardens in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2694,The Mall and Literary Walk,Scenic spot,4.8,497.0,"Scenic spot, Historical landmark, Sculpture museum, Tourist attraction","The Mall and Literary Walk, The Mall, New York, NY 10022",New-york-city,USA,NY,,Nature,2385.6,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","The Mall and Literary Walk in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2695,Shakespeare Garden,Garden,4.7,464.0,"Garden, Park, Tourist attraction","Shakespeare Garden, 79th St Transverse, New York, NY 10024",New-york-city,USA,NY,,Nature,2180.8,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Shakespeare Garden in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2696,Washington Square Fountain,Tourist attraction,4.7,463.0,Tourist attraction,"Washington Square Fountain, Washington Square N, New York, NY 10012",New-york-city,USA,NY,,Entertainment,2176.1,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","Washington Square Fountain in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2697,FDNY Memorial Wall,Tourist attraction,4.8,409.0,Tourist attraction,"FDNY Memorial Wall, 141 Greenwich St, New York, NY 10006",New-york-city,USA,NY,,Entertainment,1963.2,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","FDNY Memorial Wall in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2698,Teardrop Park,Park,4.7,381.0,"Park, Tourist attraction","Teardrop Park, Warren St, New York, NY 10005",New-york-city,USA,NY,,Nature,1790.7,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Teardrop Park in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2699,The City Reliquary Museum,Museum,4.3,163.0,"Museum, Event venue, Local history museum, Non-profit organization, Tourist attraction","The City Reliquary Museum, 370 Metropolitan Ave, Brooklyn, NY 11211",New-york-city,USA,NY,,Cultural,700.9,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","The City Reliquary Museum in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2700,Temple of Dendur,Museum,4.7,127.0,"Museum, Exhibit, Tourist attraction","Temple of Dendur, 1000 5th Ave, New York, NY 10028",New-york-city,USA,NY,,Cultural,596.9,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","Temple of Dendur in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2701,Flatiron Building,Tourist attraction,4.5,13334.0,"Tourist attraction, Historical place","Flatiron Building, 175 5th Ave, New York, NY 10010",New-york-city,USA,NY,,Entertainment,60003.0,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","Flatiron Building in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2702,The Woolworth Building,Historical landmark,4.5,2363.0,"Historical landmark, Historical place, Tourist attraction","The Woolworth Building, 233 Broadway, New York, NY 10007",New-york-city,USA,NY,,Cultural,10633.5,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester","The Woolworth Building in New-york-city, NY offers a rich cultural experience, showcasing local heritage and history."
2703,Pier 35,Park,4.6,2293.0,"Park, Scenic spot, Tourist attraction","Pier 35, FDR Dr, New York, NY 10002",New-york-city,USA,NY,,Nature,10547.8,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Pier 35 in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2704,Silverstein Family Park,Park,4.5,394.0,"Park, Tourist attraction","Silverstein Family Park, Greenwich St, New York, NY 10007",New-york-city,USA,NY,,Nature,1773.0,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester","Silverstein Family Park in New-york-city, NY is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2705,Staple Street Skybridge,Tourist attraction,4.4,234.0,Tourist attraction,"Staple Street Skybridge, 9 Jay St, New York, NY 10013",New-york-city,USA,NY,,Entertainment,1029.6,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","Staple Street Skybridge in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2706,Joey Ramone Place,Tourist attraction,4.6,110.0,Tourist attraction,"Joey Ramone Place, 325 Bowery, New York, NY 10003",New-york-city,USA,NY,,Entertainment,506.0,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","Joey Ramone Place in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2707,Berlin Wall,Tourist attraction,4.1,93.0,Tourist attraction,"Berlin Wall, 393 S End Ave, New York, NY 10280",New-york-city,USA,NY,,Entertainment,381.3,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","Berlin Wall in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2708,Town Square,Tourist attraction,4.8,67.0,Tourist attraction,"Town Square, New York, NY 10036",New-york-city,USA,NY,,Entertainment,321.6,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester","Town Square in New-york-city, NY is a fun-filled destination with exciting activities and entertainment options."
2709,Roger Williams Park Zoo,Zoo,4.6,10180.0,"Zoo, Tourist attraction","Roger Williams Park Zoo, 1000 Elmwood Ave, Providence, RI 02907",Providence,USA,RI,,Entertainment,46828.0,4.61,"Augusta, Charlotte, Newport, Providence, San-antonio","Roger Williams Park Zoo in Providence, RI is a fun-filled destination with exciting activities and entertainment options."
2710,India Point Park,Park,4.6,2100.0,Park,"India Point Park, 201 India St, Providence, RI 02903",Providence,USA,RI,,Nature,9660.0,4.64,"Augusta, Charlotte, Newport, Providence, San-antonio","India Point Park in Providence, RI is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2711,Roger Williams Park,Park,4.7,2026.0,Park,"Roger Williams Park, Pine Hill Ave, Providence, RI 02907",Providence,USA,RI,,Nature,9522.2,4.64,"Augusta, Charlotte, Newport, Providence, San-antonio","Roger Williams Park in Providence, RI is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2712,RISD Museum,Art museum,4.7,1780.0,"Art museum, Museum, Tourist attraction","RISD Museum, 20 N Main St, Providence, RI 02903",Providence,USA,RI,,Cultural,8366.0,4.65,"Augusta, Charlotte, Newport, Providence, San-antonio","RISD Museum in Providence, RI offers a rich cultural experience, showcasing local heritage and history."
2713,Waterplace Park,Park,4.6,1762.0,"Park, Tourist attraction","Waterplace Park, Memorial Blvd, Providence, RI 02903",Providence,USA,RI,,Nature,8105.2,4.64,"Augusta, Charlotte, Newport, Providence, San-antonio","Waterplace Park in Providence, RI is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2714,Prospect Terrace,Park,4.7,1236.0,"Park, Tourist attraction","Prospect Terrace, 60 Congdon St, Providence, RI 02906",Providence,USA,RI,,Nature,5809.2,4.64,"Augusta, Charlotte, Newport, Providence, San-antonio","Prospect Terrace in Providence, RI is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2715,Sabin Point Waterfront Park,Park,4.6,763.0,"Park, Tourist attraction","Sabin Point Waterfront Park, 130 Shore Rd, Riverside, RI 02915",Providence,USA,RI,,Nature,3509.8,4.64,"Augusta, Charlotte, Newport, Providence, San-antonio","Sabin Point Waterfront Park in Providence, RI is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2716,Carousel Village,Tourist attraction,4.6,751.0,Tourist attraction,"Carousel Village, 1000 Elmwood Ave, Providence, RI 02907",Providence,USA,RI,,Entertainment,3454.6,4.61,"Augusta, Charlotte, Newport, Providence, San-antonio","Carousel Village in Providence, RI is a fun-filled destination with exciting activities and entertainment options."
2717,Neutaconkanut Hill Conservancy,Hiking area,4.5,670.0,"Hiking area, Tourist attraction","Neutaconkanut Hill Conservancy, Legion Memorial Dr, Providence, RI 02909",Providence,USA,RI,,Nature,3015.0,4.64,"Augusta, Charlotte, Newport, Providence, San-antonio","Neutaconkanut Hill Conservancy in Providence, RI is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2718,Roger Williams National Memorial,Tourist attraction,4.6,591.0,"Tourist attraction, National reserve","Roger Williams National Memorial, 282 N Main St, Providence, RI 02903",Providence,USA,RI,,Entertainment,2718.6,4.61,"Augusta, Charlotte, Newport, Providence, San-antonio","Roger Williams National Memorial in Providence, RI is a fun-filled destination with exciting activities and entertainment options."
2719,Merino Park,Park,4.3,355.0,"Park, Playground, Tourist attraction","Merino Park, 100 Heath St, Providence, RI 02909",Providence,USA,RI,,Nature,1526.5,4.64,"Augusta, Charlotte, Newport, Providence, San-antonio","Merino Park in Providence, RI is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2720,Fargnoli Park And Splash Pad,Park,4.6,337.0,"Park, Tourist attraction","Fargnoli Park And Splash Pad, 945 Smith St, Providence, RI 02908",Providence,USA,RI,,Nature,1550.1999999999998,4.64,"Augusta, Charlotte, Newport, Providence, San-antonio","Fargnoli Park And Splash Pad in Providence, RI is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2721,Cathedral of Saints Peter & Paul,Catholic cathedral,4.7,292.0,"Catholic cathedral, Catholic church, Tourist attraction","Cathedral of Saints Peter & Paul, 30 Fenner St, Providence, RI 02903",Providence,USA,RI,,Religious,1372.4,4.75,"Augusta, Charlotte, Newport, Providence, San-antonio","Cathedral of Saints Peter & Paul in Providence, RI is a spiritual site known for its architecture and peaceful ambiance."
2722,Donigian Park,Park,4.3,174.0,"Park, Tourist attraction","Donigian Park, Valley St, Providence, RI 02909",Providence,USA,RI,,Nature,748.1999999999999,4.64,"Augusta, Charlotte, Newport, Providence, San-antonio","Donigian Park in Providence, RI is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2723,The John Brown House Museum,History museum,4.6,134.0,"History museum, Historical landmark, Tourist attraction","The John Brown House Museum, 52 Power St, Providence, RI 02906",Providence,USA,RI,,Cultural,616.4,4.65,"Augusta, Charlotte, Newport, Providence, San-antonio","The John Brown House Museum in Providence, RI offers a rich cultural experience, showcasing local heritage and history."
2724,The Stephen Hopkins House,Museum,4.8,77.0,"Museum, Tourist attraction","The Stephen Hopkins House, 15 Hopkins St, Providence, RI 02903",Providence,USA,RI,,Cultural,369.6,4.65,"Augusta, Charlotte, Newport, Providence, San-antonio","The Stephen Hopkins House in Providence, RI offers a rich cultural experience, showcasing local heritage and history."
2725,The Arcade Providence,Historical landmark,4.3,511.0,Historical landmark,"The Arcade Providence, 65 Weybosset St, Providence, RI 02903",Providence,USA,RI,,Cultural,2197.3,4.65,"Augusta, Charlotte, Newport, Providence, San-antonio","The Arcade Providence in Providence, RI offers a rich cultural experience, showcasing local heritage and history."
2726,Gladys Potter Park (Humboldt Park),Park,4.7,116.0,"Park, Tourist attraction","Gladys Potter Park (Humboldt Park), 92 Elton St, Providence, RI 02906",Providence,USA,RI,,Nature,545.2,4.64,"Augusta, Charlotte, Newport, Providence, San-antonio","Gladys Potter Park (Humboldt Park) in Providence, RI is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2727,Riverside Park,Park,4.6,69.0,Park,"Riverside Park, Aleppo St, Providence, RI 02909",Providence,USA,RI,,Nature,317.4,4.64,"Augusta, Charlotte, Newport, Providence, San-antonio","Riverside Park in Providence, RI is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2728,George West Water Park,Park,4.3,54.0,"Park, Tourist attraction","George West Water Park, 1266 Chalkstone Ave, Providence, RI 02908",Providence,USA,RI,,Nature,232.2,4.64,"Augusta, Charlotte, Newport, Providence, San-antonio","George West Water Park in Providence, RI is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2729,Urban Air Trampoline and Adventure Park,Amusement park,4.1,1695.0,"Amusement park, Amusement center, Children's amusement center, High ropes course, Indoor playground, Playground, Recreation center, Rock climbing, Sports complex, Video arcade","Urban Air Trampoline and Adventure Park, 9950 Southside Blvd, Jacksonville, FL 32256",Jacksonville,USA,FL,,Entertainment,6949.499999999999,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Urban Air Trampoline and Adventure Park in Jacksonville, FL is a fun-filled destination with exciting activities and entertainment options."
2730,Jacksonville Zoo and Gardens,Zoo,4.6,18498.0,"Zoo, Botanical garden, Event venue, Garden, Tourist attraction","Jacksonville Zoo and Gardens, 370 Zoo Pkwy, Jacksonville, FL 32218",Jacksonville,USA,FL,,Entertainment,85090.79999999999,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Jacksonville Zoo and Gardens in Jacksonville, FL is a fun-filled destination with exciting activities and entertainment options."
2731,Kathryn Abbey Hanna Park,Park,4.7,6467.0,"Park, Beach pavillion, City park, Public beach, Tourist attraction","Kathryn Abbey Hanna Park, 500 Wonderwood Dr, Jacksonville, FL 32233",Jacksonville,USA,FL,,Nature,30394.9,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Kathryn Abbey Hanna Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2732,Cummer Museum of Art & Gardens,Art museum,4.7,3865.0,"Art museum, Museum, Tourist attraction","Cummer Museum of Art & Gardens, 829 Riverside Ave, Jacksonville, FL 32204",Jacksonville,USA,FL,,Cultural,18165.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Cummer Museum of Art & Gardens in Jacksonville, FL offers a rich cultural experience, showcasing local heritage and history."
